age,experience_years,education_level,hours_per_week,salary
59,0,4,53,89735
24,1,5,24,82141
55,4,3,39,86867
54,17,5,28,148773
44,20,1,44,111457
33,7,5,30,104537
55,4,5,28,103102
42,14,1,27,89802
47,17,2,56,123480
34,2,5,31,86884
39,4,2,34,62554
32,10,3,32,92264
45,16,2,32,107639
45,6,1,37,60772
65,18,1,31,110331
28,3,2,26,57677
47,0,5,51,102238
24,1,4,52,79095
38,1,4,44,79390
21,0,2,55,52520
22,3,5,22,84007
34,4,2,44,68030
23,0,1,52,43293
24,5,4,30,82383
43,5,5,56,115201
64,3,1,48,67729
43,5,4,56,103749
28,4,2,47,66121
39,3,4,50,91483
48,7,5,46,120520
57,26,4,34,169488
51,9,5,51,130705
28,3,2,58,69764
56,23,4,55,175591
35,4,4,50,92735
55,20,1,33,111871
53,23,4,44,164418
45,18,2,22,110531
50,6,3,24,79422
35,9,2,40,88390
22,0,3,42,64502
21,0,4,58,80788
25,2,3,21,58624
49,8,4,23,100296
21,1,5,40,86048
29,7,5,39,113634
30,5,5,59,111158
55,22,1,39,119834
26,3,2,30,51965
24,0,2,22,39488
32,2,1,32,44948
57,1,4,38,90416
62,10,1,37,80035
30,0,5,56,91321
43,3,4,47,97800
24,4,4,28,77415
36,9,2,54,89891
32,1,4,41,81063
38,2,1,60,58869
46,9,4,22,107949
63,11,4,21,118868
27,1,3,42,72107
30,4,4,40,90359
54,30,3,49,176160
22,0,1,30,34090
26,1,5,20,79816
65,25,4,28,167877
62,40,4,20,214713
29,3,2,55,72681
48,16,5,59,161054
23,1,5,21,76041
53,13,1,24,83021
32,7,2,54,87912
37,3,4,25,80441
63,14,4,50,141287
65,8,4,23,105630
54,31,3,39,178812
54,14,2,48,110815
46,20,1,25,104585
64,1,3,45,79069
52,24,4,26,162155
46,12,5,38,135829
50,26,3,54,172617
54,12,1,35,83886
24,4,3,49,80782
42,5,4,34,89651
33,7,3,50,97873
34,1,5,21,80344
45,12,2,60,108044
48,20,4,29,143811
44,9,4,46,118533
35,6,5,45,111550
38,14,1,48,99911
54,2,3,27,70366
57,7,3,49,100782
44,9,5,50,130175
26,1,4,29,72677
64,25,4,48,173907
49,12,3,56,119517
46,2,1,54,60823
23,0,4,41,73346
65,28,1,50,148572
45,12,5,57,146064
41,7,2,29,73567
45,5,2,59,80912
45,27,5,30,186236
23,5,1,31,53311
49,4,3,46,84740
58,33,3,40,192413
40,0,3,29,58822
34,5,1,24,45705
30,3,5,53,107856
22,1,3,37,62933
33,11,4,60,122194
22,3,4,26,75860
45,18,1,58,112294
62,17,1,53,116826
64,37,5,39,222764
33,3,2,24,55695
59,29,5,26,188119
41,0,5,20,80076
65,28,3,35,166176
58,27,5,45,195859
41,19,3,47,139826
36,12,4,57,126506
22,0,3,28,52232
30,2,3,45,76008
55,14,3,38,118318
55,6,1,20,57036
49,23,2,22,132841
58,22,2,25,126475
58,21,2,40,136774
39,7,3,56,102919
50,7,4,23,102013
44,21,5,29,161069
35,1,1,30,37539
44,8,2,58,95975
52,15,1,48,104007
60,6,1,43,73597
47,23,3,48,153031
32,2,4,53,89707
32,9,1,45,78597
52,11,2,31,90394
24,0,5,50,94759
49,21,1,44,116626
42,3,3,36,80371
41,13,3,34,112963
53,9,3,37,103218
58,20,1,36,120213
30,3,5,55,109312
29,7,1,53,73427
48,14,3,29,114735
29,6,1,52,63054
41,14,2,22,96846
58,1,5,25,94122
39,3,3,49,77633
38,3,4,36,91040
65,22,1,56,133167
39,10,4,35,112860
25,3,4,51,85553
28,0,5,53,96629
43,23,2,33,134120
65,41,3,29,216497
55,24,5,20,167296
44,14,5,28,134447
38,13,5,21,128778
24,0,5,39,86706
24,1,1,30,40234
35,0,2,47,54282
34,10,3,49,105835
23,2,5,46,99340
53,13,1,35,93075
32,12,3,51,115793
43,13,4,26,115833
24,2,5,59,106911
33,10,2,42,89538
30,5,3,83,78172
59,26,4,47,175177
49,20,3,22,135161
37,10,5,35,126476
52,18,1,21,95615
65,45,1,56,218536
56,14,3,46,119062
56,23,2,50,146793
26,0,2,53,53698
41,3,3,59,91842
25,4,5,29,98031
52,10,1,22,75156
32,3,2,21,57642
62,8,1,36,70685
52,17,1,23,97977
51,9,2,35,82079
53,27,3,45,166898
37,15,4,37,127683
40,20,2,60,132137
26,3,2,24,54686
44,20,1,54,125839
62,28,2,58,168034
36,2,3,47,72612
38,9,2,38,86131
56,8,5,56,135432
35,0,3,32,62763
34,8,1,41,65143
41,4,1,49,59502
21,1,5,26,78449
56,33,1,54,166532
52,15,2,45,114205
62,20,5,37,163278
46,7,1,20,60298
46,5,2,58,84078
55,20,4,60,164647
25,0,1,57,51184
49,18,4,52,147605
54,28,3,40,173323
58,15,3,30,116297
50,18,5,48,164948
59,30,3,46,183309
61,14,3,47,121994
60,40,2,29,195301
33,5,1,28,52022
23,1,1,44,39727
31,8,1,46,73835
63,31,2,41,167678
23,0,1,54,42481
48,5,3,50,90578
56,6,4,36,104621
62,23,1,40,131535
34,7,4,38,95823
40,14,3,60,123999
25,4,2,51,70023
39,1,1,22,41798
61,29,2,51,165573
34,12,1,45,82277
21,0,3,34,58867
21,0,2,53,52087
29,4,4,26,77997
45,8,4,22,102518
42,3,3,45,80772
59,24,5,53,187615
61,34,5,48,221562
26,4,2,33,59871
39,7,5,50,124667
26,6,1,51,61512
46,0,4,42,86228
33,14,3,54,125027
21,3,1,53,56313
52,10,3,27,93805
60,1,1,26,41495
41,4,4,41,95940
51,28,4,43,181250
27,7,1,59,67908
61,40,5,41,233945
53,31,2,35,162674
42,13,5,59,150290
29,5,2,47,75918
42,19,3,37,134429
24,1,3,44,71373
46,27,1,33,133169
24,3,4,20,76982
40,12,3,36,110893
41,20,3,48,142893
32,2,4,27,78658
40,6,3,50,92847
50,4,2,53,75913
45,6,1,44,63447
27,0,5,23,76619
59,35,3,51,199554
59,11,2,30,97584
37,3,4,60,96021
23,0,3,32,61778
64,1,5,29,99354
57,27,1,25,131509
31,12,3,29,100924
59,29,2,41,164928
45,17,4,38,137873
51,23,3,52,158960
58,29,3,23,163865
37,14,5,50,140454
44,14,4,41,133206
29,1,5,22,86146
65,27,1,59,155276
41,15,2,20,100299
62,17,5,46,157880
28,5,4,49,100178
50,1,5,48,103678
56,2,5,59,114020
62,34,4,45,211478
57,32,3,23,173238
44,16,4,27,131886
25,1,5,30,83977
31,5,1,46,61332
47,16,4,43,133787
59,34,2,49,182703
43,1,5,59,101906
34,0,4,43,73562
48,9,5,52,130482
41,2,1,42,48670
35,9,4,31,106475
37,6,3,37,85456
35,8,4,41,105113
35,13,1,32,83852
50,23,1,44,124549
61,28,2,36,157238
59,28,5,39,196841
30,12,5,32,122641
35,4,3,52,83866
31,1,1,42,44561
55,16,4,31,134087
63,34,2,38,180989
52,18,1,59,114379
34,1,5,20,79503
22,1,3,25,54373
39,4,4,22,83043
57,31,5,58,215475
62,22,2,25,134602
65,34,3,27,182047
60,15,4,45,141455
36,3,2,38,58348
64,20,3,49,147061
27,1,3,52,68664
32,11,5,20,113854
22,0,1,40,37063
40,6,5,45,109610
61,24,2,42,144080
77,10,2,59,107756
36,10,5,46,125423
36,10,2,21,83638
30,1,2,33,51754
59,24,5,40,184507
33,10,4,56,117812
42,5,1,50,67649
32,13,2,31,96617
55,32,4,32,190585
47,7,5,22,111426
38,12,2,34,92583
58,26,2,52,155413
41,13,2,41,100067
41,12,1,52,86018
25,0,1,31,36715
59,26,2,24,141979
22,0,1,41,41960
23,1,4,41,79011
56,9,3,48,106176
30,5,5,28,98103
52,14,1,32,88592
41,4,4,39,95465
62,43,5,30,245908
24,5,2,44,68589
62,22,5,53,183179
34,7,5,25,108257
46,18,2,29,113738
44,15,4,30,131005
35,9,1,26,67664
58,22,4,38,160350
42,0,1,21,34754
23,5,2,57,74507
36,1,1,20,30220
35,10,2,51,90240
63,11,5,56,142906
53,10,2,50,94286
32,11,1,35,75422
50,22,5,38,170923
31,2,5,49,96931
47,11,3,36,107868
35,15,5,37,138486
29,0,5,47,94018
30,5,3,44,84436
57,18,2,53,127649
61,33,1,33,162163
28,3,3,50,81613
50,20,5,49,169851
58,4,3,56,97800
47,14,1,36,92675
37,2,1,31,46679
46,11,4,42,124242
35,8,4,47,111656
54,32,4,60,209837
28,1,5,41,90747
62,5,3,24,82795
65,23,2,42,147230
61,27,5,56,195481
38,12,1,37,85956
45,25,5,24,168282
59,32,3,55,194716
32,6,1,40,66098
29,6,5,30,105250
31,6,3,38,87786
21,1,4,32,76521
26,8,3,46,90013
24,0,3,36,56596
41,4,1,50,63700
31,11,2,57,101657
54,14,3,45,127219
28,10,5,55,131264
24,0,1,29,28599
29,1,2,43,59657
52,22,3,56,156010
61,35,3,22,191310
33,0,5,59,96876
32,6,5,46,117067
50,22,5,25,167476
32,8,2,57,93550
51,13,3,41,117074
58,15,2,34,105894
36,0,2,34,51789
48,7,2,59,95990
22,1,4,46,81428
41,20,5,57,167922
65,43,2,44,219320
54,1,1,39,47811
56,2,3,60,88424
26,3,2,20,46768
63,6,5,45,116969
59,34,2,33,177045
21,0,2,51,54176
46,12,3,37,108753
47,22,3,50,155433
52,11,5,24,125007
50,10,1,30,72724
29,9,2,29,75198
50,27,4,26,164505
54,13,4,46,132046
26,8,4,54,105187
45,23,1,37,126001
59,3,3,35,78165
46,25,3,35,152705
27,3,5,58,109219
36,9,3,46,96929
57,33,5,36,206963
21,0,5,20,74980
50,15,3,38,121470
49,17,5,44,156467
63,10,3,47,110443
21,0,2,35,51320
47,26,1,29,131007
62,21,5,21,163910
58,7,4,25,96426
62,7,5,43,122229
22,0,5,59,97500
40,6,3,46,89814
40,1,2,29,51395
27,5,1,43,61998
28,1,4,48,81303
25,2,4,37,82476
44,22,5,38,167924
40,8,4,26,96870
26,3,3,54,78004
54,33,3,25,182474
45,19,5,53,165281
48,5,3,36,80861
42,12,5,37,129590
24,1,3,36,63323
28,7,3,38,88256
38,5,1,47,64653
35,2,2,38,55857
61,30,3,24,170490
37,10,2,36,90351
57,28,3,22,165101
63,36,5,42,221174
37,15,5,42,141909
40,12,5,27,129151
54,13,4,41,131836
64,5,4,30,96869
25,0,5,28,78559
62,15,2,34,115436
44,16,1,38,94750
63,3,1,51,68346
46,15,4,55,137594
39,8,1,34,62462
51,6,4,47,103693
40,10,3,48,108357
62,30,5,48,205160
26,6,1,34,54944
62,5,3,55,101072
58,25,1,48,136208
34,12,4,57,122720
60,6,5,39,120309
61,0,1,42,51645
58,10,3,55,115677
34,7,5,35,110623
31,5,1,56,68090
25,3,5,38,94830
65,3,4,50,96896
57,26,3,47,161769
27,4,1,26,41334
23,0,1,30,32180
27,0,2,26,44415
50,10,5,34,129901
47,16,1,22,89004
49,0,1,49,46567
40,13,3,56,117921
26,4,4,50,94161
50,21,1,52,125183
39,11,1,31,78881
45,17,3,58,141535
49,11,5,59,141857
56,28,3,28,165490
41,11,5,45,134256
41,20,5,35,154256
35,15,2,21,95203
56,17,2,37,121913
41,11,4,54,128538
58,12,5,47,137245
50,23,3,54,159066
56,18,5,21,146301
37,16,5,48,151226
46,14,5,51,151653
61,2,5,22,94959
43,3,4,31,85886
56,12,5,45,143926
37,15,2,35,101412
40,18,5,53,164881
37,2,5,53,99698
25,3,2,47,65005
52,5,5,23,103126
41,20,2,37,120571
48,13,4,45,125039
54,2,3,49,85792
45,7,1,43,71948
59,30,3,56,187544
54,20,4,32,146032
58,15,4,46,140787
27,3,5,55,100383
65,29,2,32,158765
46,14,2,41,107462
45,8,5,82,112764
63,23,2,23,135389
62,22,1,39,123466
53,27,1,45,145817
47,0,1,29,40434
30,9,4,51,113928
60,32,5,30,208396
28,1,1,26,34580
31,7,5,47,114959
21,0,1,44,35720
37,2,3,52,83445
51,12,4,24,114894
55,2,5,57,112874
60,18,2,20,114324
46,2,2,35,63561
35,8,5,35,116865
56,29,3,57,185021
35,6,1,46,62078
48,23,4,20,155169
53,0,4,54,94510
39,2,3,55,83383
54,17,4,29,136538
21,0,3,51,62179
50,13,1,26,83383
30,6,1,35,55852
45,16,4,56,147111
27,3,2,34,57265
59,20,5,38,165140
30,1,2,49,57256
45,5,1,41,60173
29,1,4,41,81331
40,6,1,50,64866
43,8,5,37,116781
38,8,2,50,84116
55,15,2,40,111655
36,10,2,53,98920
58,13,2,26,103020
54,14,5,56,154114
28,3,1,27,47485
22,0,4,44,79453
45,1,4,29,75174
29,5,1,41,61539
65,36,3,24,188954
23,2,3,28,57670
53,1,4,22,81917
63,40,2,51,203581
55,1,5,52,104716
39,6,2,46,77886
61,40,1,46,187217
43,8,1,23,65396
59,35,2,48,187049
59,22,4,48,163316
60,12,5,33,135387
55,31,5,59,209590
63,39,4,38,220137
44,11,1,60,91566
53,2,4,40,85094
57,6,4,43,109241
63,42,5,60,252616
52,20,4,58,162231
53,3,2,52,80088
23,0,4,24,61974
22,0,5,34,80115
57,29,1,27,144737
39,12,1,48,87601
30,6,5,32,104261
63,26,5,31,185829
41,12,2,40,92196
52,26,5,41,183881
30,11,3,28,97479
61,4,2,20,68116
49,19,4,36,150457
47,5,4,23,85942
47,9,1,27,72860
59,26,3,31,159076
21,3,5,37,90691
44,12,4,60,128929
27,3,3,60,83291
32,1,4,51,88250
23,0,4,58,80109
60,35,5,48,220807
60,30,1,60,159979
26,1,2,52,55583
55,16,1,35,102437
44,24,4,28,156373
50,14,1,59,107878
54,28,2,53,158647
26,3,1,39,44378
56,24,5,35,176177
52,11,1,23,78078
38,13,4,34,118787
54,28,1,30,138159
29,2,2,21,46544
42,15,4,36,129447
23,0,3,57,66792
29,1,5,58,99950
44,6,4,53,107424
63,20,1,47,119309
43,7,4,40,103861
29,7,4,37,96620
53,30,3,45,175733
22,1,2,47,59079
65,27,2,42,162044
55,26,4,35,170692
49,3,2,23,59154
25,4,4,45,88623
56,3,4,58,103473
47,4,3,44,80991
34,13,2,48,106841
38,6,3,49,89527
23,0,2,49,50971
49,26,1,52,146971
32,10,4,48,114857
36,6,2,55,80067
40,1,4,42,78312
34,12,4,24,111523
21,0,1,33,37088
58,7,4,25,103381
50,25,5,45,181677
48,9,1,35,74034
48,23,2,45,144038
31,7,2,58,86371
29,4,1,20,45617
43,14,2,50,111147
37,9,5,59,134405
60,13,4,58,139105
49,17,5,48,151944
26,2,4,21,72940
28,0,3,51,72641
60,27,1,26,132768
57,19,4,44,148350
31,8,5,26,105359
62,19,4,35,150031
59,7,3,31,89073
38,7,5,45,113490
35,10,2,34,81244
53,21,5,42,165280
51,7,3,52,99099
60,8,1,31,73680
29,8,4,55,111482
30,6,2,38,74915
54,10,2,30,89186
53,9,1,36,78533
36,2,1,47,48900
29,1,2,56,57946
54,23,5,55,181089
46,19,2,24,114996
61,2,3,40,82279
59,36,5,34,215348
55,31,1,57,159640
31,11,5,28,120245
64,26,4,60,190013
39,19,2,26,108904
39,5,1,52,68711
37,9,1,35,74750
40,0,5,26,81091
26,2,2,39,61884
29,2,5,35,90971
29,2,3,55,77302
53,13,1,43,91801
64,41,3,44,217551
26,0,5,49,88161
28,3,1,33,42912
52,18,4,37,147174
51,7,5,31,118150
59,18,4,34,149346
37,9,2,52,95487
22,2,4,51,89962
26,7,1,39,63045
38,15,5,39,141748
38,8,5,57,126859
62,8,2,48,96204
32,6,5,29,99211
41,8,3,35,92262
33,11,3,36,96329
26,6,4,39,92695
40,15,4,36,124304
41,17,3,56,131639
37,9,3,58,109713
64,6,2,48,85302
25,4,3,50,84886
31,10,5,25,114958
38,2,4,76,77433
40,15,1,35,90658
53,24,2,50,152206
50,21,4,20,145019
28,0,5,60,97294
65,41,2,26,202450
54,33,4,58,206948
52,19,3,41,134767
25,1,1,43,40151
59,28,5,39,195233
52,4,1,50,61693
50,29,2,28,150890
53,2,4,43,94896
46,17,4,50,140919
61,19,3,51,143939
39,0,3,38,62337
54,23,5,26,167582
56,10,3,28,100921
56,33,5,35,207470
62,15,2,47,121124
60,5,3,40,90611
52,15,5,52,152448
37,9,4,48,109873
53,25,1,43,136593
25,3,5,58,107984
31,6,5,57,120080
33,13,1,36,80757
49,8,2,59,97704
22,0,2,60,60364
26,1,4,28,71921
52,16,5,39,147689
63,36,5,52,225702
52,15,3,25,118588
64,1,2,32,62198
46,7,4,38,102985
57,30,1,22,139587
52,29,4,60,188999
21,0,5,29,74802
44,8,5,31,119387
46,13,3,31,106974
25,0,1,59,48186
63,22,5,31,165879
22,0,5,25,81639
25,1,3,22,52682
64,40,3,26,208037
28,2,2,48,61777
26,0,2,50,60370
51,10,4,36,110002
63,39,3,54,212861
61,39,4,28,213885
30,6,3,20,71114
58,26,3,57,175063
62,29,5,60,207620
64,32,2,22,160943
23,2,4,28,72236
50,18,4,37,146381
37,14,4,30,123354
28,2,5,22,85090
36,6,2,35,67106
46,0,4,23,73453
44,10,3,29,100271
29,4,1,87,60134
47,13,4,52,127774
42,2,1,31,43010
62,26,3,47,163688
30,10,2,36,87067
53,24,1,47,137085
54,5,2,54,80271
59,30,1,37,152518
40,5,3,47,87523
32,7,5,53,121384
38,2,4,38,86044
60,17,5,40,156944
63,0,1,55,55875
50,14,1,29,89637
46,3,1,47,58320
33,0,1,49,43840
50,12,2,60,107722
64,24,2,45,146026
44,21,4,28,148457
22,0,3,47,61496
53,22,1,46,129566
24,0,4,29,70409
31,9,4,58,113886
45,3,5,57,114780
53,10,4,26,112482
52,25,5,42,179664
31,11,1,22,70647
54,2,5,26,95611
49,11,5,23,128310
43,13,2,22,88616
63,29,5,23,191639
87,0,1,57,42258
34,11,3,59,114485
63,2,3,41,84454
30,7,4,47,104445
42,18,2,52,124594
37,11,1,28,76730
23,3,5,36,90507
28,0,5,39,81759
65,32,4,27,187916
29,3,1,38,45827
43,13,1,50,92623
50,13,5,53,141049
42,17,2,23,105368
63,35,1,22,160240
28,0,3,43,63423
47,25,4,37,164791
40,13,2,30,90556
22,1,2,59,66152
44,2,1,58,55090
23,0,2,52,60318
48,6,1,39,70377
32,6,3,30,80213
51,27,2,40,153787
58,22,5,56,183456
22,0,4,56,77103
29,2,4,54,87039
65,32,4,54,208290
53,22,1,54,126895
35,15,2,29,103138
30,7,5,30,103118
26,7,2,40,79271
48,6,1,26,59942
57,4,3,32,81874
31,1,2,27,49753
44,8,3,58,100102
55,27,5,41,190769
64,37,1,46,184252
44,1,4,55,88987
26,1,2,22,47625
47,7,1,24,64003
38,11,3,20,92572
35,7,2,20,67101
21,0,3,21,47279
34,12,1,55,94270
25,0,3,43,64164
54,10,3,39,108376
54,18,5,49,164565
51,19,4,36,149089
51,19,4,43,152017
52,2,2,48,69838
36,0,5,20,82956
35,15,1,52,101498
42,7,1,59,76477
41,11,4,37,118750
60,6,4,43,102925
40,22,3,49,152409
27,4,5,35,97272
65,6,4,33,102531
50,4,4,50,97549
53,4,3,36,79383
55,34,2,43,181301
49,5,5,21,100593
28,9,2,42,88598
31,1,1,58,49018
24,2,3,60,75799
27,5,2,32,61116
29,7,3,29,86037
52,7,1,29,62089
43,17,4,40,141526
65,16,4,55,151623
48,11,1,35,85449
57,18,2,33,120328
23,0,1,50,41720
30,5,2,45,75831
55,12,1,52,93632
36,8,5,27,115462
37,19,3,57,145222
35,10,5,54,134811
48,26,1,48,140827
36,8,3,38,91127
63,9,2,30,93050
48,24,3,40,157641
49,23,4,56,171591
32,6,2,58,87231
34,8,2,30,74916
61,4,1,22,54413
24,3,1,55,58506
37,12,3,24,101929
34,2,2,50,66571
62,29,1,58,163123
37,6,1,44,68551
45,15,4,24,121554
57,9,2,31,82640
51,6,2,39,80460
65,1,4,32,90093
41,6,5,23,103135
65,43,3,42,228373
52,4,4,59,110214
31,8,3,39,92468
22,0,4,29,63497
49,24,4,30,165051
26,1,1,50,43609
54,8,2,48,93711
30,7,2,33,74521
47,13,3,50,118654
50,13,3,37,115156
40,11,4,52,119018
28,0,1,30,30514
52,16,1,36,104269
26,6,4,26,86879
26,1,4,35,76422
62,14,4,50,135302
53,26,4,57,181530
64,6,2,29,76702
28,8,5,40,116791
37,3,4,31,79446
46,24,2,22,132110
21,0,1,53,42856
58,36,1,44,177598
62,6,1,28,66704
51,5,2,60,88485
29,3,1,55,55551
38,9,1,57,86601
60,33,5,33,207160
64,0,5,57,106950
44,0,5,38,90530
53,16,5,52,151968
60,24,5,34,179178
30,3,5,60,110520
37,0,2,25,44077
56,9,5,56,138847
38,2,5,29,89050
23,2,1,21,36454
55,6,1,56,74014
22,1,3,29,63747
22,0,1,51,38893
64,14,4,35,129127
36,14,5,31,136191
32,4,3,43,79086
44,11,4,39,113245
22,0,3,52,71603
60,37,4,54,216529
42,9,4,49,116364
52,8,1,29,65475
57,0,4,42,84692
53,4,1,38,56220
26,8,3,35,88301
39,20,5,59,167684
55,0,3,26,68435
62,28,3,32,162649
54,30,3,21,161715
32,1,1,35,43758
63,7,1,41,73733
46,7,5,29,115958
58,28,3,42,172684
54,4,5,27,99766
34,6,4,45,99144
27,1,2,40,58448
37,17,3,28,117221
30,0,4,39,73274
62,24,5,53,184576
65,32,4,49,198347
32,5,5,43,109780
45,25,4,53,177999
36,6,1,21,52023
32,2,4,49,85981
33,0,5,24,79127
63,24,5,50,190222
62,22,1,48,134240
25,0,2,22,44380
24,0,4,45,77884
53,32,2,37,173829
52,0,5,32,91789
37,12,3,37,102072
53,22,5,53,179499
38,16,1,48,102866
30,8,1,37,65402
30,11,4,37,111937
41,10,5,29,116800
56,32,2,58,180596
38,5,5,28,97289
21,1,1,39,35453
40,1,1,33,40310
36,8,5,27,108509
41,7,4,57,109440
24,0,4,29,72813
41,17,1,44,102610
53,7,1,37,73498
27,1,1,28,34513
53,10,1,26,70417
63,23,4,44,166028
32,6,4,38,100592
29,9,4,50,116135
55,30,1,57,164158
57,15,4,42,134394
48,27,5,25,177959
29,4,2,35,61964
47,20,1,25,110925
79,29,5,33,196275
47,12,4,35,119772
50,24,5,51,187206
37,6,5,27,105737
52,13,2,53,107943
35,8,1,54,74802
28,5,4,51,101493
54,15,4,37,136106
34,13,2,49,100907
48,16,5,31,149079
59,26,1,20,127901
48,16,2,55,123663
64,23,3,57,159275
52,6,4,59,112076
51,3,5,21,94625
59,11,1,24,79985
60,7,4,47,110096
32,4,4,43,94105
58,8,1,21,71508
40,5,5,41,107075
42,6,5,50,114173
27,4,3,28,72070
36,12,4,23,114646
41,12,2,42,98231
24,3,4,29,80686
44,20,2,52,127892
36,11,2,34,85001
61,26,5,36,186843
27,5,1,22,51246
62,11,3,59,120503
25,0,2,30,41076
42,19,5,56,166876
65,21,5,52,176529
45,10,2,46,95135
36,10,3,41,97947
44,11,4,22,113509
32,2,5,20,86993
61,12,2,54,113911
30,4,5,39,97772
49,16,2,40,112621
60,17,4,48,151583
26,0,1,22,26288
29,1,1,45,48150
62,35,5,59,227958
41,18,3,59,140297
58,30,2,21,157254
48,24,4,41,161328
46,11,5,49,131305
30,9,4,52,110436
52,19,5,42,163661
42,16,2,48,111328
33,0,3,34,58178
27,1,3,46,66863
43,5,5,46,109900
60,9,3,60,115407
28,2,2,22,45414
34,1,1,21,31764
33,12,3,40,110434
65,36,3,29,198925
37,7,4,56,107056
57,10,4,52,122845
39,16,5,60,156076
52,6,5,57,121435
44,8,2,37,82606
32,8,3,57,97543
43,14,1,26,89183
32,8,5,28,108948
55,26,1,54,144509
23,2,4,25,75189
41,19,4,59,151137
61,27,4,44,177849
54,9,4,46,114929
47,20,5,28,153648
57,27,3,42,168147
35,1,1,54,47217
21,0,4,53,80032
34,9,4,52,112192
42,12,2,32,89878
64,22,2,42,144473
63,35,3,47,197221
51,7,2,54,90141
36,5,4,37,97576
39,0,2,60,65935
46,20,5,48,168521
35,7,3,32,82290
39,10,4,58,118257
33,6,3,50,95285
34,5,1,49,67460
22,3,5,45,96922
39,5,3,36,81951
48,19,5,49,161778
48,11,2,44,95035
28,6,2,31,63969
22,1,3,21,52607
39,4,4,52,94659
41,1,3,43,72081
28,9,4,30,105564
47,7,4,48,108778
53,7,5,40,114598
58,7,1,30,63561
27,2,3,20,54878
33,12,4,33,119509
37,8,4,44,107931
50,5,3,20,77723
63,29,4,35,181169
28,1,3,46,69866
33,6,3,38,82227
63,42,5,56,254270
63,5,4,28,98913
44,2,1,37,46160
59,18,2,45,126880
61,1,2,54,76207
49,17,5,23,141728
39,6,3,49,88706
36,9,3,44,94971
40,17,4,25,133969
37,6,2,39,74297
40,21,3,31,139913
34,11,1,45,81609
40,7,3,22,78095
30,1,2,45,52857
34,5,2,24,64902
44,3,3,46,85963
21,0,3,40,59992
50,3,2,35,63355
25,2,2,55,62339
65,15,3,34,124106
59,17,1,51,115465
45,16,1,40,103760
51,13,5,29,134447
58,39,4,47,226757
49,9,2,43,92459
43,16,2,38,106345
30,2,4,59,93241
50,12,2,22,95660
60,36,4,34,203665
35,9,2,25,78358
61,21,3,26,143641
23,0,5,26,78019
58,3,5,56,117095
27,3,5,49,100209
34,8,1,34,70368
35,10,1,31,73129
58,4,3,21,72656
28,2,2,46,61436
38,7,1,23,59846
47,0,2,59,64973
31,1,4,32,76272
27,1,1,23,38654
37,15,3,31,113271
23,0,5,30,79831
37,10,1,40,74857
26,3,3,30,64549
32,4,5,38,102643
39,12,1,51,92361
21,0,5,37,83113
37,9,3,28,87018
45,21,2,23,124534
22,0,4,51,82130
38,14,5,43,141883
46,15,5,31,143808
34,2,5,53,98839
43,18,4,32,142082
33,10,4,28,108360
39,13,4,59,130288
46,7,2,25,76753
55,7,3,40,99641
33,12,1,45,83088
63,18,3,32,137249
40,14,4,34,120139
55,0,4,43,83934
53,33,2,43,178825
52,25,3,56,164600
30,4,5,42,102178
65,1,1,50,60765
47,29,2,31,150822
48,5,1,44,60951
47,2,3,28,70908
57,0,2,20,54720
53,28,2,50,159695
55,14,3,56,131522
50,20,5,40,160291
21,0,3,58,69686
41,13,5,54,139730
27,4,5,27,90216
24,0,1,37,36349
33,9,5,22,107817
62,9,5,54,138279
56,21,4,28,154624
65,21,2,52,145068
46,4,4,24,90859
60,26,5,51,196750
59,9,5,58,132048
49,18,5,50,163131
43,2,4,53,92737
64,24,5,51,183012
52,12,2,29,93740
52,23,1,23,122364
45,3,5,20,93224
42,0,5,22,84351
31,8,5,59,126614
55,33,1,36,157692
50,14,3,55,122472
22,1,5,38,89447
39,3,4,31,88403
51,29,1,46,151984
23,0,4,40,76175
44,19,1,59,118462
41,5,1,60,71200
59,24,5,22,176257
36,2,5,33,89232
37,12,2,39,97226
50,27,5,49,188089
27,2,5,43,96282
61,26,1,49,149473
40,0,3,42,65750
44,13,4,45,129013
59,7,5,41,121197
48,17,1,20,95591
48,26,4,57,180893
32,7,5,56,119282
33,10,2,54,91435
58,28,5,37,195385
64,34,3,49,199344
53,4,2,31,65558
63,23,1,38,129621
59,25,5,44,184108
29,0,5,50,94078
29,2,5,59,99345
37,5,2,59,78958
46,21,4,57,165699
65,18,5,29,156793
43,19,1,59,115920
25,0,5,48,88642
40,1,5,49,101699
23,0,5,38,82030
21,0,1,30,34058
41,5,4,51,101014
53,1,2,51,69049
55,18,4,32,137549
60,36,4,48,214101
53,0,5,27,88560
26,1,4,54,89656
23,0,2,43,51669
46,25,1,53,137800
41,7,5,25,107280
36,3,2,56,70571
40,16,5,51,149899
39,0,1,40,40215
29,5,5,47,104524
53,9,3,36,97709
39,8,2,41,85324
46,7,5,53,123888
65,43,1,56,205375
51,4,1,49,65578
23,4,1,23,38672
24,2,2,32,54238
61,9,2,20,81083
59,29,3,41,169593
53,13,1,34,90441
28,0,4,44,78275
35,11,1,33,73439
34,6,4,21,91084
36,9,4,43,106180
52,0,4,52,85576
58,18,2,42,125743
61,10,1,39,78974
60,27,1,58,154992
50,26,1,31,135179
52,10,5,41,124982
52,27,2,55,162150
56,25,5,41,178859
29,4,4,48,95013
